Condition,V_T_step,V_T,R_q025,R_q05,R_median,R_q95,R_q975,R_q99
C1,0.22,10.77,0.9327553230637171,0.9423301020380778,0.9985261142631401,1.0628166138473372,1.0784939989392157,1.091859903138404
C1,0.23,11.255,0.9301261722593375,0.9406531407642047,0.9985056789651203,1.0666341417442495,1.0812502645884465,1.0980259277409383
C1,0.24,11.74,0.9262615300857305,0.9378882531361059,0.9982167459182139,1.0691773449677515,1.0863925888715076,1.1031086040296805
C1,0.25,12.225,0.9223456731146233,0.9357655868801029,0.997993639299005,1.0742756041319605,1.0913310127328875,1.110362409469771
C1,0.26,12.71,0.9215527332309439,0.9332178480015949,0.9968090470365271,1.0788251283758028,1.0986460166894176,1.1185423618178225
C1,0.27,13.195,0.9178804299407994,0.9312999692868527,0.9966144389418543,1.080286923203481,1.1040907791368695,1.1241319091824629
C1,0.28,13.68,0.9139844482854366,0.9266506987119076,0.9963345677226298,1.0866688646685367,1.1074933685104829,1.1344900116050873
C1,0.29,14.165,0.9102703037810868,0.9244505059168615,0.996722792950806,1.0900112686253118,1.112329774698672,1.1395373640670312
C1,0.3,14.65,0.9059561032209131,0.9188109582838002,0.995276365107159,1.0965020441981101,1.12062699936183,1.1558523662743359
C1,0.31,15.135,0.9013320969118903,0.9157067941633241,0.9951629332206257,1.099711072735438,1.129094488468278,1.1610294452055963
C1,0.32,15.62,0.8925171532512737,0.9091455810046735,0.9940658497363776,1.1050287079401362,1.137545281933568,1.1786811656597935
C1,0.33,16.105,0.8900817461460213,0.9069475191468918,0.9947190679195397,1.1096174298252246,1.1471143688106478,1.1957179223420646
C1,0.34,16.59,0.8864050886255606,0.9016222530924718,0.9947327929440389,1.1124614096281487,1.1553710086812676,1.2053514446338707
C1,0.35,17.075,0.8806471518987341,0.8980517182868347,0.9931546612346791,1.1202174583293518,1.1575556299043706,1.2166931493665403
C1,0.36,17.56,0.8737636215536514,0.8913402190296189,0.9927466011970277,1.1258949910754632,1.1705565494888845,1.239861418809893
C1,0.37,18.045,0.8661660744644345,0.8860704088436031,0.9933959070195497,1.1315131597139367,1.1769215457406825,1.2579005139544375
C1,0.38,18.53,0.8582438303446291,0.8802708906035425,0.993503106010869,1.135299577641175,1.1909581030908458,1.2749164216197526
C1,0.39,19.015,0.8563921576579524,0.8721758147734272,0.9924509957950186,1.1419976438987451,1.1899891626403738,1.2763756090353289
C1,0.4,19.5,0.8451316324434888,0.866668721236029,0.9926199153452226,1.1517333350187395,1.2025423646614433,1.2971363522124155
C1,0.41,19.985,0.8404443648804552,0.8642176434439125,0.9913055795631159,1.1548718783047265,1.20690764468404,1.327310263633296
C1,0.42,20.47,0.8338265845275483,0.8565042833356635,0.9928635779045485,1.1663099087408795,1.2166699306683468,1.3589623074101247
C1,0.43,20.955,0.8221863928052973,0.8522176152783013,0.99265620563795,1.1688857013792335,1.2193766436554898,1.3661529866654905
C1,0.44,21.44,0.8149487587783767,0.8382732309619103,0.9901613694931893,1.177767189912155,1.2365454806430447,1.3779088631509775
C1,0.45,21.925,0.8042707164546536,0.8300062667628396,0.9911393804560952,1.1851521987784315,1.2499820934593249,1.3928886902452027
C1,0.46,22.41,0.7961163693963014,0.8242518672790161,0.9933543605252222,1.1983510143707674,1.2550302610816533,1.3614540356086144
C1,0.47,22.895,0.7878672265826211,0.8177979792687293,0.9901842556317335,1.2007021093941623,1.2609829097283085,1.3666168137401098
C1,0.48,23.38,0.7805477528089888,0.805874344662633,0.9918866558422983,1.2123657560638246,1.2718455574489285,1.3824435409680387
C1,0.49,23.865,0.7692658797554348,0.8056633221850612,0.9879175082385457,1.2255151963628814,1.280452889674712,1.3904494920963153
C1,0.5,24.35,0.7633073043761184,0.793191716860031,0.9827140239113361,1.232756777229093,1.2928808955493576,1.403223209911108
C1,0.51,24.835,0.7570342690181686,0.7887216683117623,0.9896781556018198,1.2441854790335005,1.3079290920832678,1.414272507752765
C1,0.52,25.32,0.7402404415997833,0.7866972881057388,0.9843919542100694,1.2525151274371982,1.334267525443996,1.4394806430780733
C1,0.53,25.805,0.72745212768691,0.7778108227387517,0.9921094996214265,1.257445936228266,1.3333814387293106,1.4475159180344856
C1,0.54,26.29,0.7247903534031616,0.7644640943979378,0.9895562285059523,1.2682565538973936,1.3347191803704666,1.454454289474845
C2,0.14,6.89,0.9294985090810518,0.9395430305239174,0.9980269291957677,1.0696377359586224,1.0865814443919413,1.1043179450778808
C2,0.15,7.375,0.9261514248742017,0.9376921092463202,0.9972960012968531,1.0724660075857446,1.0898284354039875,1.1112068362585497
C2,0.16,7.86,0.9232055329995366,0.9343541058951791,0.9973112763818447,1.0775197224201558,1.0959650825754648,1.1197560124996153
C2,0.17,8.345,0.9190600946190348,0.9312456952065686,0.9972155351527311,1.081008293805997,1.1011474123363576,1.1280957668857008
C2,0.18,8.83,0.9157429403664056,0.9273362303241617,0.9961785419316842,1.0870807067090602,1.1107721693193338,1.135623982575845
C2,0.19,9.315,0.9084204908378446,0.9205211255734429,0.9958911477707725,1.0952652952749167,1.1224660235060855,1.1472143216511412
C2,0.2,9.8,0.8990837260798246,0.9143722910132992,0.9953384449918468,1.1009258203562362,1.1306718830428704,1.1661882556034644
C2,0.21,10.285,0.8947333776340686,0.9118082645838135,0.9957844769402189,1.1070748868875802,1.1386453209739271,1.1733827576683904
C2,0.22,10.77,0.8838802786500876,0.9056057405114009,0.996481413501787,1.1154775932328338,1.1504457947422104,1.1965847661958526
C2,0.23,11.255,0.8791771336893881,0.8959808186599095,0.9950421632262183,1.126613426477701,1.1629219839433835,1.2163260625954502
C2,0.24,11.74,0.8721871871843356,0.8892549234410054,0.9968786935578636,1.12977152533975,1.176743730733744,1.2461698930037461
C2,0.25,12.225,0.8628192759848768,0.8853105458855718,0.995275389327975,1.1398815236412567,1.1883591692310778,1.2654084640901455
C2,0.26,12.71,0.8531311927552779,0.8731515792366654,0.9930864684558087,1.143758346373475,1.197617594469256,1.2918975230445617
C2,0.27,13.195,0.8443089910212067,0.8667508521210628,0.9942353997023027,1.1524570311436972,1.2129485127999642,1.3153002686805606
C2,0.28,13.68,0.832871517511348,0.855167799213726,0.9937111068910972,1.1687604265266525,1.2227913923886342,1.3627427487368362
C2,0.29,14.165,0.8219854708512131,0.8476152858694578,0.9914332902699803,1.1770709477017174,1.2391332188928939,1.3998864449280493
C2,0.3,14.65,0.8044492261348883,0.8349472326136766,0.9938383859994437,1.1839490727112159,1.245429697777371,1.4303877810215084
C2,0.31,15.135,0.7839135091320014,0.8197965057352649,0.9923407628618645,1.2015096140836807,1.273809473757676,1.418675801893107
C2,0.32,15.62,0.7716082903430175,0.8076942510489672,0.9883887599570836,1.2239531982003855,1.2875025873685724,1.4329631704687202
C2,0.33,16.105,0.7450739524868509,0.7780871864989954,0.9874518398077126,1.252607765209416,1.3190183851579527,1.4631863243323857
C2,0.34,16.59,0.7348334665696372,0.771716230073646,0.9809736085538003,1.2530403540183468,1.338945778800518,1.4999522167279193
C2,0.35,17.075,0.6992860829801311,0.7460414267496934,0.9800746359631806,1.2927854320488368,1.3710824426187238,1.5435042259685081
C2,0.36,17.56,0.6647399217998714,0.7091421921741168,0.9757828945237864,1.3319104850348085,1.443342827644529,1.6217759391237094
C2,0.37,18.045,0.6350451792039205,0.6859322199839198,0.9915146296928581,1.348592093377074,1.450726119496145,1.6295805115929856
C2,0.38,18.53,0.6192865206667116,0.6756674582761539,0.9860079137187571,1.3815880435856074,1.46644299169121,1.6645585256188544
C2,0.39,19.015,0.5746944797825363,0.6466098906051199,0.9704457465951369,1.4388350288913003,1.5470301498465429,1.7274432024594242
C2,0.4,19.5,0.5416771998055421,0.6250881244682144,0.9589346953666545,1.4603139832055494,1.5857732335220012,1.7949738219895288
C2,0.41,19.985,0.46878189550425275,0.5730252764612954,0.9902522796352584,1.5123570559610706,1.6691123684370628,1.8782084829306882
C2,0.42,20.47,0.455811110436156,0.5209586294878804,0.97721298772335,1.5643964730921252,1.7602671511981511,1.9562093193016608
C2,0.43,20.955,0.40073446961202064,0.4809105733603091,0.9621718137243447,1.6847220143669561,1.8453961215726995,2.08648056923919
C2,0.44,21.44,0.34734199765172674,0.46315079124067887,0.9265266724716332,1.7379765811758034,1.9699462409163357,2.4340547989623866
C2,0.45,21.925,0.260505860205259,0.3907825215595773,0.9120474425950674,1.8248708599209966,2.08582021515833,2.4773632218844988
C2,0.46,22.41,0.2977383338104781,0.2977383338104781,0.8934320250605253,1.9365928189457602,2.0856882406563355,2.5330832551839118
C2,0.47,22.895,0.20842846733058054,0.20842846733058054,0.8338657758882478,2.085424387872896,2.2941062097460203,2.9203038590094192
C2,0.48,23.38,0.20842846733058054,0.20842846733058054,0.8338657758882478,2.085424387872896,2.2941062097460203,2.9203038590094192
C2,0.49,23.865,0.20842846733058054,0.20842846733058054,0.8338657758882478,2.085424387872896,2.2941062097460203,2.9203038590094192
C2,0.5,24.35,0.0,0.0,1.042390380177335,2.432835216458106,2.780552011825932,3.4761123600056707
C2,0.51,24.835,0.0,0.0,1.042390380177335,2.432835216458106,2.780552011825932,3.4761123600056707
C2,0.52,25.32,0.0,0.0,1.042390380177335,2.432835216458106,2.780552011825932,3.4761123600056707
C2,0.53,25.805,0.0,0.0,1.042390380177335,2.432835216458106,2.780552011825932,3.4761123600056707
C2,0.54,26.29,0.0,0.0,1.04238780591486,2.6064443634596697,3.12792322177003,4.171071016341656
C3,0.14,6.89,0.9414399323642083,0.9510351760165102,0.9984461819156158,1.0549307278186504,1.0673458122763584,1.082774647404932
C3,0.15,7.375,0.941435527218317,0.9496932903984122,0.9976849298383088,1.0553602456289797,1.0679157634607552,1.079001860705896
C3,0.16,7.86,0.940126156128614,0.950077107289436,0.9977276508146354,1.0552452138280242,1.0686104210399074,1.0835814829197397
C3,0.17,8.345,0.9394400817136517,0.9472473090910069,0.9976016313595983,1.0566736854848768,1.071182658553375,1.0889911960186793
C3,0.18,8.83,0.9371313892529489,0.9457787232357207,0.9969702401882419,1.0594014067638406,1.0722299028551143,1.0890250851061192
C3,0.19,9.315,0.9364582250599264,0.944978913684418,0.9969624607093032,1.06184496263406,1.0764658153338782,1.0917255960330952
C3,0.2,9.8,0.932024677389631,0.9429911933865545,0.996993090093119,1.0641611680205112,1.0811093224035269,1.098120628893683
C3,0.21,10.285,0.9310572312790805,0.9406073262440624,0.9970260033048584,1.0665400270856775,1.082271752527362,1.098714017501699
C3,0.22,10.77,0.9285479488607338,0.9387424711113488,0.9974905182856773,1.0701462777618411,1.0868987369810317,1.1044073598630724
C3,0.23,11.255,0.9245338061446218,0.9369665534696078,0.9975472341048391,1.0730360628518414,1.0896151863491375,1.1092720540923486
C3,0.24,11.74,0.9219531102319273,0.9338066378178697,0.9974229489495731,1.0754671889980392,1.0949533061286545,1.1136544640517887
C3,0.25,12.225,0.9202345916088756,0.9313384335734012,0.9966327955680141,1.0774251207059453,1.0984362710409452,1.1195143048042941
C3,0.26,12.71,0.9172901059217311,0.9294630647785896,0.9963102486247616,1.0848125863086633,1.1049466318474765,1.1289882765232864
C3,0.27,13.195,0.9146891596635568,0.927589508150005,0.9962930773652487,1.0878488736703105,1.111161881658375,1.1345451325473008
C3,0.28,13.68,0.9108916174331098,0.9230069753283873,0.9971714601880964,1.0910635598780527,1.115823488345628,1.142915069269791
C3,0.29,14.165,0.9076492537313433,0.9209175647364309,0.9960524338409803,1.0963461868457822,1.1209690216966286,1.1506004138064305
C3,0.3,14.65,0.9031041380759628,0.9179767111409294,0.9953774101332036,1.0995254866448465,1.1297740908862097,1.1615749466678837
C3,0.31,15.135,0.8979721562252511,0.9113385304215251,0.994849772309624,1.1015863628432747,1.1363702750689535,1.172775487301319
C3,0.32,15.62,0.8910375464559017,0.9062641345138172,0.9945782812576783,1.1075066082017966,1.145359372075321,1.1902308008057505
C3,0.33,16.105,0.8862038386824757,0.9043676306756024,0.9942407750726207,1.1141960348491489,1.151303607140212,1.195975333836986
C3,0.34,16.59,0.8818812368581812,0.8978013737559899,0.9956605525530404,1.1184292615494,1.1607763558882813,1.2134869246670184
C3,0.35,17.075,0.8747539394257003,0.8926934483334918,0.9939371155160629,1.1229987368948722,1.1616694728918646,1.223257502852324
C3,0.36,17.56,0.8673773331601057,0.8871466205267005,0.9937439992353777,1.1260446098800747,1.171008634382764,1.2463832385593578
C3,0.37,18.045,0.862364636736345,0.8817895414429767,0.9931129319859365,1.1302400042260465,1.1808236524641411,1.2654107655840376
C3,0.38,18.53,0.8566501902501664,0.8779969328738345,0.9942023819770617,1.1356064301734765,1.1880692539025908,1.2809529135113893
C3,0.39,19.015,0.8487069192051908,0.8694793206437668,0.9944372949299697,1.1444234354600273,1.1934287931127407,1.2916952997586773
C3,0.4,19.5,0.8419361015498436,0.8655349835826408,0.9916906616541077,1.1500872507746909,1.20173496726503,1.313298810037899
C3,0.41,19.985,0.8362014127184797,0.8619873179814161,0.9912027190772835,1.155562667096719,1.2032845707628823,1.3294083173559064
C3,0.42,20.47,0.8272642955192104,0.8517146042172483,0.9938228531554925,1.1613257489284976,1.2202783585278487,1.3537971856314086
C3,0.43,20.955,0.8226642072790867,0.8494621099405486,0.9890765002187082,1.1723233203675956,1.2209582663114504,1.3347039238871499
C3,0.44,21.44,0.8092012188486234,0.8398793812649927,0.9873964361446327,1.184762623404389,1.2404117798903176,1.351895042052859
C3,0.45,21.925,0.8055893721427175,0.8326460691342918,0.9884794320746587,1.1924015744913394,1.253724743597617,1.3629112571067092
C3,0.46,22.41,0.7914303251204556,0.8209432667411204,0.9909231931320998,1.1985024954091037,1.2579418713779795,1.3546554117458822
C3,0.47,22.895,0.7940110708288638,0.817287421259798,0.9882418003340836,1.2064869872017545,1.2611653969681689,1.3706631748370024
C3,0.48,23.38,0.7783995649541868,0.8047851490843636,0.9897552564679576,1.2194249898367187,1.2725295950284057,1.38772360148768
C3,0.49,23.865,0.7664238800008876,0.7949554747967932,0.9854334361025471,1.2241866028708133,1.281596112960139,1.3965417562464493
C3,0.5,24.35,0.7551381638352199,0.7961506852756355,0.9912338377813866,1.238302820516511,1.289866861509335,1.4034188865357555
C3,0.51,24.835,0.7481573932926829,0.7917219392941367,0.9880257306549436,1.239487159889942,1.305202153036883,1.4038651315789474
C3,0.52,25.32,0.7418756642279823,0.7779151146202076,0.9823879175320499,1.2597038073483424,1.3321753354891208,1.4409823652611886
C3,0.53,25.805,0.7287455066106134,0.7679258074344912,0.9902183858964192,1.2654524493036892,1.3310884707032442,1.449334423523658
C3,0.54,26.29,0.7301367532863116,0.7708407848549209,0.9881805191636858,1.2740834737781304,1.3422637228379442,1.465093185648164
C4,0.14,6.89,0.9419190520232829,0.9510351760165102,0.9979590611102117,1.055946074709357,1.0683275226036961,1.080778357303995
C4,0.15,7.375,0.941435527218317,0.9506660915708846,0.9981780773759349,1.0563630356041809,1.0694254469097364,1.0820314156334123
C4,0.16,7.86,0.940623042007954,0.950077107289436,0.9982326331779448,1.0588386738231004,1.072217211498401,1.085645437335913
C4,0.17,8.345,0.9404801056703712,0.9488107084085745,0.9981297157518736,1.0598931251056727,1.0744143952273353,1.0889911960186793
C4,0.18,8.83,0.9387513101262996,0.948457865660457,0.9980666901797216,1.0605152867708885,1.0739062383884632,1.0873423788191456
C4,0.19,9.315,0.9381722942541685,0.9472502756506985,0.9981122854947162,1.0630127606818864,1.0752942742155698,1.0911376579642946
C4,0.2,9.8,0.935068247908601,0.9448215502189333,0.9982279447224097,1.0635346668111822,1.0785945083164943,1.098120628893683
C4,0.21,10.285,0.9323135580792599,0.9412446861908117,0.9983160751267585,1.0665400270856775,1.080302461078759,1.098714017501699
C4,0.22,10.77,0.9292427635701948,0.9394217026977163,0.9974905182856773,1.0687526991395042,1.0848191679490398,1.1037058720717476
C4,0.23,11.255,0.9252665261787095,0.9370032672779639,0.9975472341048391,1.0730360628518414,1.0903699485668135,1.111559741507889
C4,0.24,11.74,0.9235322290364958,0.9353888773070527,0.9974229489495731,1.0770869619643673,1.0973706054165824,1.1160914241012723
C4,0.25,12.225,0.9202345916088756,0.9321933570860369,0.9974962786804236,1.0817969438156188,1.1010673610336401,1.1221625782519102
C4,0.26,12.71,0.9172901059217311,0.9304002970430001,0.9972561782012032,1.0867277243066382,1.107827459315535,1.130915025216026
C4,0.27,13.195,0.9137243618583676,0.9285808358969885,0.9962930773652487,1.0898733112990544,1.111161881658375,1.1365817887576808
C4,0.28,13.68,0.9119923073105686,0.9230069753283873,0.9971714601880964,1.0944357562276712,1.1181060823771227,1.1485697895275364
C4,0.29,14.165,0.9076492537313433,0.9209175647364309,0.9960524338409803,1.0975758215858051,1.1222018312224629,1.1530738446601607
C4,0.3,14.65,0.9031041380759628,0.9166238011974694,0.9967403329658278,1.10220927680798,1.1311541864385435,1.1698688083335573
C4,0.31,15.135,0.8979721562252511,0.9113385304215251,0.994849772309624,1.1046070056171713,1.1378849338910255,1.1788690770738504
C4,0.32,15.62,0.8910375464559017,0.9062641345138172,0.9945782812576783,1.1126621392156297,1.1470824610217751,1.191959583919168
C4,0.33,16.105,0.8843795842519839,0.9008061038456447,0.9942407750726207,1.11790257584103,1.1550195240620904,1.2090060817706418
C4,0.34,16.59,0.8818812368581812,0.8978013737559899,0.9956605525530404,1.1223661588830611,1.1607763558882813,1.219580044812614
C4,0.35,17.075,0.8769954011241697,0.8926934483334918,0.9939371155160629,1.1298169967410379,1.170780458487164,1.230136378224618
C4,0.36,17.56,0.8697856680858265,0.8871466205267005,0.9937439992353777,1.1359305377525484,1.1810422340945597,1.2539614719822174
C4,0.37,18.045,0.862364636736345,0.8817895414429767,0.9931129319859365,1.1388031484869165,1.1977101098849423,1.2851585519360538
C4,0.38,18.53,0.8596985941970603,0.8779969328738345,0.9942023819770617,1.1448565194721079,1.2004295778979337,1.2871554450090372
C4,0.39,19.015,0.8521679188242084,0.8694793206437668,0.9944372949299697,1.1479209977097546,1.2144571547738334,1.3198342820161337
C4,0.4,19.5,0.8419361015498436,0.8616006261546333,0.9916906616541077,1.1580276486722951,1.217643293096934,1.3571778713429503
C4,0.41,19.985,0.8362014127184797,0.8576883461320841,0.9912027190772835,1.1598983434826051,1.2207626680836594,1.359919838160018
C4,0.42,20.47,0.8272642955192104,0.8517146042172483,0.9889141329291745,1.1709396908014287,1.2301533942933192,1.4132819316455296
C4,0.43,20.955,0.8173065977846854,0.8441012149801673,0.9890765002187082,1.1777245425496639,1.2317733535094046,1.426955829771223
C4,0.44,21.44,0.8092012188486234,0.8337422460551739,0.9873964361446327,1.184762623404389,1.2465988210612604,1.407729352735041
C4,0.45,21.925,0.79882726644964,0.8258806534497934,0.9884794320746587,1.1924015744913394,1.253724743597617,1.3766430051790814
C4,0.46,22.41,0.7914303251204556,0.8209432667411204,0.9909231931320998,1.1985024954091037,1.265375896540191,1.3844444963497586
C4,0.47,22.895,0.7940110708288638,0.817287421259798,0.9882418003340836,1.2064869872017545,1.2689804309062205,1.394151472363763
C4,0.48,23.38,0.7783995649541868,0.8047851490843636,0.9897552564679576,1.2194249898367187,1.281384158147729,1.4232048617570534
C4,0.49,23.865,0.7759332508584965,0.7949554747967932,0.9854334361025471,1.2337519265115813,1.3007419900696902,1.4253045808288163
C4,0.5,24.35,0.7653894179362608,0.7961506852756355,0.9912338377813866,1.238302820516511,1.310501313309119,1.444748465285183
C4,0.51,24.835,0.7587743087880463,0.7808288101481978,0.9880257306549436,1.2504363101789573,1.3161593416116142,1.4697008540467735
C4,0.52,25.32,0.7418756642279823,0.7779151146202076,0.9823879175320499,1.2597038073483424,1.344259092560463,1.4772780011560351
C4,0.53,25.805,0.7418040153546186,0.7679258074344912,0.9902183858964192,1.278576446154786,1.357354109379774,1.5150828594141748
C4,0.54,26.29,0.7301367532863116,0.7708407848549209,0.9881805191636858,1.2740834737781304,1.3559047708965237,1.519727445019369
C5,0.14,6.89,0.9375188461756053,0.9465694727602221,0.9982069164388242,1.0634486812058201,1.0777308461485413,1.0926885987789234
C5,0.15,7.375,0.9362063342813461,0.9464715707250657,0.9987671697694462,1.0628354967805445,1.0765217011325974,1.0945900243789224
C5,0.16,7.86,0.9372715719044484,0.9463892430699367,0.9984088411738885,1.0641325620281814,1.079162347709386,1.0967260273336918
C5,0.17,8.345,0.9355292192118699,0.9448956912534237,0.9982446868178649,1.063723892454878,1.0791302329384622,1.0990684886688737
C5,0.18,8.83,0.9341269456916135,0.9442209100716297,0.9982130085340764,1.0664242685550125,1.0820059278425527,1.0969930510825183
C5,0.19,9.315,0.9328986950896905,0.9447559883841596,0.9978039287829052,1.0676294531613681,1.0832052575640387,1.0988299555795467
C5,0.2,9.8,0.9317385773199297,0.9408951086814685,0.9968816407522951,1.0707730496062569,1.0859645020468576,1.1048327976231662
C5,0.21,10.285,0.9285562990407878,0.9395327888802135,0.9977048650340226,1.0714755686369155,1.0880024821680048,1.1091076106555984
C5,0.22,10.77,0.9272063124267111,0.9379710827215996,0.9974289082295196,1.0747737454605706,1.09210066372105,1.1118523770088473
C5,0.23,11.255,0.9250467025455129,0.936487310109459,0.9973101859665093,1.0771061771601227,1.096375251259901,1.1165450539379875
C5,0.24,11.74,0.9236443508367459,0.9341151679886525,0.9972861909135082,1.0788782166632607,1.098536334658588,1.1200468451829004
C5,0.25,12.225,0.9197948011755164,0.9310613293151047,0.9971340574105584,1.082975993331481,1.1021897570584374,1.1253129897431209
