Condition,V_T_step,V_T,R_q025,R_q05,R_median,R_q95,R_q975,R_q99
C5,0.26,12.71,0.9156804402915766,0.9278443600592428,0.997130637815514,1.088742265172496,1.110513709877873,1.135468566219757
C5,0.27,13.195,0.9129594860229108,0.9258729264570409,0.9972544210351797,1.0922826731627353,1.1153815468338781,1.1418575945448812
C5,0.28,13.68,0.9090887697625063,0.9222205963761708,0.996582813180738,1.0934730824156433,1.121435797172932,1.1483189033903412
C5,0.29,14.165,0.906526822487613,0.9194784886654761,0.9962298623778426,1.0985895054051973,1.1250007751260853,1.159437040247529
C5,0.3,14.65,0.9028571015881669,0.9157839589653618,0.9965497082088814,1.1027000274821441,1.1305271481024894,1.1700985352681827
C5,0.31,15.135,0.8944451885808103,0.9116965943488506,0.9967334521235874,1.1062406054454923,1.1381614803075923,1.179780224834588
C5,0.32,15.62,0.8872230327345674,0.9031774871533558,0.9957126311426344,1.1104367627868894,1.1464785713202699,1.1916592917341755
C5,0.33,16.105,0.8826330269492902,0.8998278412340913,0.9937847953740644,1.1135004635004635,1.152318173216426,1.1990289071595535
C5,0.34,16.59,0.8786622343545522,0.8973870189986107,0.9955147027159306,1.1216260878200766,1.159645089566743,1.2126134918278635
C5,0.35,17.075,0.8706920630598615,0.8895616737619275,0.9960539948221644,1.1246362770753016,1.1725399814105761,1.2348565769963933
C5,0.36,17.56,0.8675728155339806,0.8856113649697558,0.9941725529463206,1.1295005411725434,1.173759841719733,1.244455296061825
C5,0.37,18.045,0.8628085549535162,0.8799432051862808,0.9945002772358043,1.1384988376902125,1.1818733573485822,1.254373704225779
C5,0.38,18.53,0.856939016033785,0.8789745060829398,0.9941834059734027,1.1386902785741764,1.192672902494331,1.2788982739244277
C5,0.39,19.015,0.8483938758367645,0.8695775898493056,0.9934623072128713,1.146399030782036,1.1963683745222131,1.289434970598407
C5,0.4,19.5,0.8381643613713285,0.8622042094864943,0.990717125879449,1.1520731587230972,1.2046857955178896,1.3183338660802786
C5,0.41,19.985,0.8328118993013668,0.8590190942778374,0.9903455429961368,1.161797040856809,1.2058920085463185,1.3429332196705148
C5,0.42,20.47,0.8242462263572209,0.8539979273651485,0.9931293938068854,1.1627200124600598,1.21773976872777,1.3531051396016707
C5,0.43,20.955,0.819275868868763,0.8464851204618743,0.9937037962077693,1.1743020229315737,1.2181939158404282,1.3556351582788306
C5,0.44,21.44,0.8064612863900978,0.8374985553986067,0.9929703793687492,1.1864187060334528,1.2427192164382685,1.3743296441072599
C5,0.45,21.925,0.8025141273764312,0.8299210224657959,0.9946444709518107,1.187435096775746,1.2495442976404612,1.3532123192833154
C5,0.46,22.41,0.795348542790787,0.8252829546049988,0.9901842556317335,1.1931711675411472,1.2609829097283085,1.351515138226214
C5,0.47,22.895,0.7902977752298636,0.8217975273064108,0.9874241989971564,1.2009992497792654,1.2644165601642074,1.3676024981139563
C5,0.48,23.38,0.7739107024908515,0.8096905062346509,0.9888520005893767,1.2224179472526278,1.2674197582631463,1.3846437439181087
C5,0.49,23.865,0.7710230213128498,0.800082839460967,0.98923148244888,1.227519298150188,1.2859844877933762,1.3932822868810617
C5,0.5,24.35,0.7598749695047572,0.7912474836820594,0.9902070355441553,1.2316714574032168,1.2947739369837872,1.4000477502295685
C5,0.51,24.835,0.7530443784564252,0.7864107714225659,0.9868657937806874,1.2436447925866863,1.3107494238754347,1.400298911239245
C5,0.52,25.32,0.7471262225026529,0.771716230073646,0.9809736085538003,1.2524225575853851,1.3265807857278966,1.437920168067227
C5,0.53,25.805,0.7341254963711403,0.7743102265678586,0.9888771592339753,1.2711326273986587,1.338443054491683,1.4462253106590248
C5,0.54,26.29,0.7357667316439246,0.7636245481499532,0.9867317152498273,1.2662286807506005,1.3502109292287645,1.4482680517364295
